GENE_SYMBOL,GENE ID (HGNC),DISEASE_LABEL,DISEASE ID (MONDO),MOI,SOP,CLASSIFICATION,ONLINE REPORT,CLASSIFICATION DATE,GCEP
WDFY3,HGNC:20751,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a9300a41-dcac-4842-855d-01804e18d599-2022-01-19T170000.000Z,2022-01-19T17:00:00.000Z,Intellectual Disability and Autism
ZC4H2,HGNC:24931,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_64ba9cd6-bdfd-4b85-9bdd-1b317715230d-2020-10-21T002026.894Z,2020-10-21T00:20:26.894Z,Intellectual Disability and Autism
ZDHHC15,HGNC:20342,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a2519945-2acd-4484-9811-487ff5189da9-2021-07-30T160000.000Z,2021-07-30T16:00:00.000Z,Intellectual Disability and Autism
ZDHHC9,HGNC:18475,syndromic X-linked intellectual disability Raymond type,MONDO:0010427,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2156b925-1ee6-4edb-a514-3650aa5b780e-2020-05-19T160000.000Z,2020-05-19T16:00:00.000Z,Intellectual Disability and Autism
ZEB2,HGNC:14881,Mowat-Wilson syndrome,MONDO:0009341,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cb06ff0d-1cc6-494c-9ce5-f7cb26f34620-2018-05-24T160000.000Z,2018-05-24T16:00:00.000Z,Intellectual Disability and Autism
ZMIZ1,HGNC:16493,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a6047476-9d50-4b42-a00a-e983c7481f19-2022-07-05T020000.000Z,2022-07-05T02:00:00.000Z,Intellectual Disability and Autism
ZNF292,HGNC:18410,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dba438b7-23f9-4c15-a8aa-f70431a193e2-2020-05-06T160000.000Z,2020-05-06T16:00:00.000Z,Intellectual Disability and Autism
ZNF41,HGNC:13107,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6d705685-78a3-4925-8a1b-e00d39d63f87-2021-03-16T171235.415Z,2021-03-16T17:12:35.415Z,Intellectual Disability and Autism
ZNF674,HGNC:17625,X-linked intellectual disability,MONDO:0100284,XL,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5105ab37-4f59-44dc-a8b1-f28e6ed3b704-2021-05-04T170000.000Z,2021-05-04T17:00:00.000Z,Intellectual Disability and Autism
ZNF711,HGNC:13128,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_80a6e42d-f8ce-4bce-8bb4-579b78c94d21-2022-09-22T060000.000Z,2022-09-22T06:00:00.000Z,Intellectual Disability and Autism
ZNF81,HGNC:13156,X-linked intellectual disability,MONDO:0100284,XL,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a3ada757-6500-46a1-a89e-42668bbdb934-2021-01-26T170000.000Z,2021-01-26T17:00:00.000Z,Intellectual Disability and Autism
ADAR,HGNC:225,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_03f538b5-43af-4699-9ddb-264077de21c9-2020-08-27T164642.352Z,2020-08-27T16:46:42.352Z,Leigh syndrome
AIFM1,HGNC:8768,Leigh syndrome,MONDO:0009723,XL,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e917f93b-01ef-42e3-bf8d-b50a91f83f9c-2021-06-14T135732.582Z,2021-06-14T13:57:32.582Z,Leigh syndrome
ATP5MK,HGNC:30889,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ff19a86d-404a-464e-8da6-8824ce45ed20-2020-08-27T164252.070Z,2020-08-27T16:42:52.070Z,Leigh syndrome
BCS1L,HGNC:1020,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3b50d7db-1144-4187-a60c-72b45adb80bd-2019-09-19T155315.896Z,2019-09-19T15:53:15.896Z,Leigh syndrome
BTD,HGNC:1122,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_74599afe-02f9-4225-9e50-63306f04a552-2021-06-14T140327.018Z,2021-06-14T14:03:27.018Z,Leigh syndrome
CLPB,HGNC:30664,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_789c591d-1de7-4652-a0d1-f895b639233e-2020-11-23T201057.415Z,2020-11-23T20:10:57.415Z,Leigh syndrome
COQ9,HGNC:25302,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cebc5501-5d36-4767-98bc-edc4ddab3527-2021-04-09T140634.407Z,2021-04-09T14:06:34.407Z,Leigh syndrome
COX10,HGNC:2260,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_48794019-db9d-47c2-9977-4dc76a7d07b3-2019-05-20T182801.393Z,2019-05-20T18:28:01.393Z,Leigh syndrome
COX15,HGNC:2263,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b5c8d1e1-24d0-4b88-8c04-023197db14f3-2019-05-20T183321.284Z,2019-05-20T18:33:21.284Z,Leigh syndrome
COX4I1,HGNC:2265,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d56c1fe4-7711-45f4-992c-7e9586b9efc6-2021-04-09T135824.042Z,2021-04-09T13:58:24.042Z,Leigh syndrome
COX8A,HGNC:2294,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_70763eb9-40f7-4f71-a64b-ab0c6ad536b0-2021-04-09T135510.592Z,2021-04-09T13:55:10.592Z,Leigh syndrome
DLAT,HGNC:2896,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_78e45dbe-ea30-434d-9522-aa1731b9a764-2021-01-14T212056.234Z,2021-01-14T21:20:56.234Z,Leigh syndrome
DLD,HGNC:2898,Leigh syndrome,MONDO:0009723,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_990dd96f-16ec-4c0f-a46b-ce4a647b7a50-2021-03-11T171246.198Z,2021-03-11T17:12:46.198Z,Leigh syndrome
DNM1L,HGNC:2973,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0a922695-f136-44f8-ab1a-6581e0efafec-2021-06-30T144517.300Z,2021-06-30T14:45:17.300Z,Leigh syndrome
DNM1L,HGNC:2973,Leigh syndrome,MONDO:0009723,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c22e9c6b-f04d-4d56-acb3-baa308c596b7-2021-06-30T144120.695Z,2021-06-30T14:41:20.695Z,Leigh syndrome
EARS2,HGNC:29419,Leigh syndrome,MONDO:0009723,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_774e378c-2636-41ad-be48-a2c00328ab9c-2020-03-19T190729.531Z,2020-03-19T19:07:29.531Z,Leigh syndrome
ECHS1,HGNC:3151,Leigh syndrome,MONDO:0009723,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1d443f3c-fe02-4104-9e92-ca1c73b85a81-2021-04-09T142601.823Z,2021-04-09T14:26:01.823Z,Leigh syndrome
ETHE1,HGNC:23287,Leigh syndrome,MONDO:0009723,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d29d908d-ea85-4eb4-a6a5-400c95511c9a-2019-04-08T161759.443Z,2019-04-08T16:17:59.443Z,Leigh syndrome
FARS2,HGNC:21062,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2cf7594a-d934-4b6c-8052-94066d608c5a-2019-11-25T144756.827Z,2019-11-25T14:47:56.827Z,Leigh syndrome
FBXL4,HGNC:13601,Leigh syndrome,MONDO:0009723,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fed67104-182c-48f2-85c0-ecb05cd6dd72-2020-11-23T193117.246Z,2020-11-23T19:31:17.246Z,Leigh syndrome
FOXRED1,HGNC:26927,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c74ba0cb-ccef-4a19-9fef-ef9996f72290-2019-10-16T143453.574Z,2019-10-16T14:34:53.574Z,Leigh syndrome
GFM1,HGNC:13780,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_154a8f96-7062-49c7-9aaa-b23a98655f40-2019-12-19T185108.232Z,2019-12-19T18:51:08.232Z,Leigh syndrome
GFM2,HGNC:29682,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0736b760-ca37-4d0a-93a4-c71bbb8cd41a-2019-12-19T185449.252Z,2019-12-19T18:54:49.252Z,Leigh syndrome
GTPBP3,HGNC:14880,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0d1b0a47-e62d-48dd-8e0d-f2b1aff014a7-2020-02-12T203256.857Z,2020-02-12T20:32:56.857Z,Leigh syndrome
HIBCH,HGNC:4908,Leigh syndrome,MONDO:0009723,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_079ed613-0c28-494f-9852-9baf495f26ba-2021-06-14T142317.786Z,2021-06-14T14:23:17.786Z,Leigh syndrome
HPDL,HGNC:28242,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d1a484ba-cba2-4a63-8c81-7a8a41c93f9c-2021-06-30T215754.231Z,2021-06-30T21:57:54.231Z,Leigh syndrome
IARS2,HGNC:29685,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_50877212-c671-406b-8cb6-195c7369a96c-2019-11-25T154442.667Z,2019-11-25T15:44:42.667Z,Leigh syndrome
LIAS,HGNC:16429,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ec6f6c96-262d-4ab8-ab7a-b09d585689ca-2021-03-11T171936.261Z,2021-03-11T17:19:36.261Z,Leigh syndrome
LIPT1,HGNC:29569,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_55d66b81-fe31-4965-b5fc-483393af820d-2021-04-09T142912.496Z,2021-04-09T14:29:12.496Z,Leigh syndrome
LONP1,HGNC:9479,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3da0a308-3a7e-4101-b40b-1f23db106aea-2021-04-09T140215.539Z,2021-04-09T14:02:15.539Z,Leigh syndrome
LRPPRC,HGNC:15714,Leigh syndrome,MONDO:0009723,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_79691365-1911-423c-ab14-73a1f509ed22-2019-12-19T190157.942Z,2019-12-19T19:01:57.942Z,Leigh syndrome
MECR,HGNC:19691,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_75fcef99-f3fe-43b3-a544-a91f04ed1285-2021-06-14T142534.349Z,2021-06-14T14:25:34.349Z,Leigh syndrome
MFF,HGNC:24858,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4484881f-277f-47a2-b1dd-70072ec941e0-2021-04-09T141836.756Z,2021-04-09T14:18:36.756Z,Leigh syndrome
MORC2,HGNC:23573,Leigh syndrome,MONDO:0009723,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_23358115-fe60-41c7-b01e-44d1cb8329b1-2021-06-14T142952.247Z,2021-06-14T14:29:52.247Z,Leigh syndrome
MRPS34,HGNC:16618,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_41d20487-f150-41b6-947c-ce77e405e8de-2020-08-27T162259.700Z,2020-08-27T16:22:59.700Z,Leigh syndrome
MT-ATP6,HGNC:7414,Leigh syndrome,MONDO:0009723,MT,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e492464b-cb98-4bf4-a12e-169b59576b04-2021-06-28T145350.161Z,2021-06-28T14:53:50.161Z,Leigh syndrome
MT-CO1,HGNC:7419,Leigh syndrome,MONDO:0009723,MT,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_227922e2-1f4e-4bd5-9fc2-d48bac5d394f-2021-06-28T143540.269Z,2021-06-28T14:35:40.269Z,Leigh syndrome
MT-CO2,HGNC:7421,Leigh syndrome,MONDO:0009723,MT,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_41d6a25c-4300-4e43-b0f8-1923ff3ddad8-2021-06-28T144136.451Z,2021-06-28T14:41:36.451Z,Leigh syndrome
MT-CO3,HGNC:7422,Leigh syndrome,MONDO:0009723,MT,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_996428ee-5af2-458b-afb7-6e29348c585a-2021-06-28T144716.059Z,2021-06-28T14:47:16.059Z,Leigh syndrome
MT-ND1,HGNC:7455,Leigh syndrome,MONDO:0009723,MT,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8bb99c59-15c9-4e19-ba8b-df6cb800c32d-2021-04-14T040000.000Z,2021-04-14T04:00:00.000Z,Leigh syndrome
MT-ND2,HGNC:7456,Leigh syndrome,MONDO:0009723,MT,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_80f1dcc9-aaf3-45f7-987a-4e0d83140913-2021-04-14T040000.000Z,2021-04-14T04:00:00.000Z,Leigh syndrome
MT-ND4,HGNC:7459,Leigh syndrome,MONDO:0009723,MT,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f05be3e5-352f-49a5-84af-8846d6839373-2021-05-17T040000.000Z,2021-05-17T04:00:00.000Z,Leigh syndrome
MT-ND5,HGNC:7461,Leigh syndrome,MONDO:0009723,MT,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e941d385-716f-4264-8f24-ffe3022579e2-2021-06-14T155537.548Z,2021-06-14T15:55:37.548Z,Leigh syndrome
MT-ND6,HGNC:7462,Leigh syndrome,MONDO:0009723,MT,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_836f975f-27f5-47c9-a58e-35089b6b39e6-2021-05-17T040000.000Z,2021-05-17T04:00:00.000Z,Leigh syndrome
MT-TI,HGNC:7488,Leigh syndrome,MONDO:0009723,MT,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_69991755-b62f-42aa-bbe3-30ac10e4311d-2021-02-03T050000.000Z,2021-02-03T05:00:00.000Z,Leigh syndrome
MT-TK,HGNC:7489,Leigh syndrome,MONDO:0009723,MT,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3f237644-83f5-412e-9bfa-01fbd280c15a-2021-06-28T155537.306Z,2021-06-28T15:55:37.306Z,Leigh syndrome
MT-TL1,HGNC:7490,Leigh syndrome,MONDO:0009723,MT,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_efef782a-88db-470d-9687-23629c75e05a-2021-06-28T154710.419Z,2021-06-28T15:47:10.419Z,Leigh syndrome
MT-TL2,HGNC:7491,Leigh syndrome,MONDO:0009723,MT,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8cee9c77-e47a-4b2f-8029-b1da28799df6-2021-04-14T040000.000Z,2021-04-14T04:00:00.000Z,Leigh syndrome
MT-TV,HGNC:7500,Leigh syndrome,MONDO:0009723,MT,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_42f2fc91-c26d-416c-8d93-448e4a52983b-2021-04-14T040000.000Z,2021-04-14T04:00:00.000Z,Leigh syndrome
MT-TW,HGNC:7501,Leigh syndrome,MONDO:0009723,MT,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3dc54202-27f3-4bf4-883f-5273a49dcb70-2021-06-28T150550.120Z,2021-06-28T15:05:50.120Z,Leigh syndrome
MTFMT,HGNC:29666,Leigh syndrome,MONDO:0009723,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0e7a00ee-ef09-443f-9d66-03128e1fb225-2020-03-19T194517.723Z,2020-03-19T19:45:17.723Z,Leigh syndrome
MTRFR,HGNC:26784,Leigh syndrome,MONDO:0009723,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_78f97463-d8b2-411a-9292-1908646dac77-2021-04-01T174500.572Z,2021-04-01T17:45:00.572Z,Leigh syndrome
NARS2,HGNC:26274,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8874861d-9d28-440d-a751-54c22df0d4ad-2019-12-19T190722.572Z,2019-12-19T19:07:22.572Z,Leigh syndrome
NAXE,HGNC:18453,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a062b287-a561-4c3e-942a-3379dee307c8-2021-04-09T142130.880Z,2021-04-09T14:21:30.880Z,Leigh syndrome
NDUFA1,HGNC:7683,Leigh syndrome,MONDO:0009723,XL,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_497170a6-a042-46cb-9809-3c3094fcd05e-2019-05-20T184847.372Z,2019-05-20T18:48:47.372Z,Leigh syndrome
NDUFA10,HGNC:7684,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e40eec3c-0ce0-442e-9058-6bf4d90d6dc3-2019-11-25T162049.949Z,2019-11-25T16:20:49.949Z,Leigh syndrome
NDUFA12,HGNC:23987,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_81f38f43-5e0c-4cb8-9be8-091f2c8a2c71-2019-11-25T160815.348Z,2019-11-25T16:08:15.348Z,Leigh syndrome
NDUFA13,HGNC:17194,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0bc56951-c454-4e79-95f3-7ffda20482b7-2021-01-21T005411.435Z,2021-01-21T00:54:11.435Z,Leigh syndrome
NDUFA2,HGNC:7685,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3f40eb04-1cc3-477c-ab0a-c8162958fd4f-2019-05-20T190623.871Z,2019-05-20T19:06:23.871Z,Leigh syndrome
NDUFA4,HGNC:7687,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2854d105-0d20-4a19-9dee-d7aa6a60ed99-2021-01-14T214439.481Z,2021-01-14T21:44:39.481Z,Leigh syndrome
NDUFA9,HGNC:7693,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_87c6c5c5-7bf7-4bd2-94f0-2d529a512e74-2019-11-25T162851.567Z,2019-11-25T16:28:51.567Z,Leigh syndrome
NDUFAF2,HGNC:28086,Leigh syndrome,MONDO:0009723,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7c26c06d-17dc-4783-8145-5de35c9a73f5-2020-11-23T193634.959Z,2020-11-23T19:36:34.959Z,Leigh syndrome
NDUFAF4,HGNC:21034,Leigh syndrome,MONDO:0009723,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2df4e73b-a8a5-4ce2-bab6-2be732d3c542-2020-02-12T194734.160Z,2020-02-12T19:47:34.160Z,Leigh syndrome
NDUFAF5,HGNC:15899,Leigh syndrome,MONDO:0009723,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_55a2c102-f05d-4ff1-9527-3a55fb3f00c3-2021-04-09T135236.631Z,2021-04-09T13:52:36.631Z,Leigh syndrome
NDUFAF6,HGNC:28625,Leigh syndrome,MONDO:0009723,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f7b6ace1-5b89-41c7-83a6-d6f37826d8c5-2020-11-23T194212.660Z,2020-11-23T19:42:12.660Z,Leigh syndrome
NDUFAF8,HGNC:33551,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3459bec0-88a8-463b-a135-54670357137a-2021-04-01T195856.777Z,2021-04-01T19:58:56.777Z,Leigh syndrome
NDUFB8,HGNC:7703,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bef2c930-4b79-4938-8325-94a0f58cdfd9-2021-01-21T004458.566Z,2021-01-21T00:44:58.566Z,Leigh syndrome
NDUFC2,HGNC:7706,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3d819bce-43ed-45a3-a16b-74033d432272-2021-01-21T004055.963Z,2021-01-21T00:40:55.963Z,Leigh syndrome
NDUFS1,HGNC:7707,Leigh syndrome,MONDO:0009723,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b6995e66-f840-485a-a635-b64cb9f45cd9-2019-06-20T161718.750Z,2019-06-20T16:17:18.750Z,Leigh syndrome
NDUFS2,HGNC:7708,Leigh syndrome,MONDO:0009723,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6df726c1-2897-46f8-aed1-f9939b9acf0c-2021-04-09T143144.546Z,2021-04-09T14:31:44.546Z,Leigh syndrome
NDUFS3,HGNC:7710,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4ae2af25-4fc1-48c3-a289-fae04977b192-2019-06-20T162502.779Z,2019-06-20T16:25:02.779Z,Leigh syndrome
NDUFS4,HGNC:7711,Leigh syndrome,MONDO:0009723,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1ed6ae7f-8c64-4ca3-a71b-6e97ae21d71d-2019-04-08T162953.550Z,2019-04-08T16:29:53.550Z,Leigh syndrome
NDUFS7,HGNC:7714,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b702a150-de60-429e-bb12-ba8cde1483e7-2019-11-25T160008.570Z,2019-11-25T16:00:08.570Z,Leigh syndrome
NDUFS8,HGNC:7715,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_01a27520-f92a-4b81-b63b-c15132c873be-2019-11-25T152406.734Z,2019-11-25T15:24:06.734Z,Leigh syndrome
NDUFV1,HGNC:7716,Leigh syndrome,MONDO:0009723,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1b96e332-59c4-4636-8bdf-bf893ea059f1-2019-11-26T163430.120Z,2019-11-26T16:34:30.120Z,Leigh syndrome
NDUFV2,HGNC:7717,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1266aed1-8c25-4b28-bf8a-a0e16d9b3da9-2019-11-25T145748.766Z,2019-11-25T14:57:48.766Z,Leigh syndrome
NUBPL,HGNC:20278,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4365ffcd-637c-4862-9fa0-fb8a780a6d25-2020-03-19T195115.036Z,2020-03-19T19:51:15.036Z,Leigh syndrome
NUP62,HGNC:8066,Leigh syndrome,MONDO:0009723,AR,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8441b4db-da7d-49a2-816c-9f868a96ffab-2020-12-16T050000.000Z,2020-12-16T05:00:00.000Z,Leigh syndrome
OPA1,HGNC:8140,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7e72abd1-4b0a-4f66-b681-7a51d4467026-2021-06-14T152117.821Z,2021-06-14T15:21:17.821Z,Leigh syndrome
PDHA1,HGNC:8806,Leigh syndrome,MONDO:0009723,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a579324c-3586-4636-9192-c2ea29391a4e-2019-04-08T161203.224Z,2019-04-08T16:12:03.224Z,Leigh syndrome
PDHB,HGNC:8808,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_133f688f-b498-4f5e-bd9b-b3406880ddd4-2021-03-11T172853.362Z,2021-03-11T17:28:53.362Z,Leigh syndrome
PDHX,HGNC:21350,Leigh syndrome,MONDO:0009723,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3608ac5e-4b1f-4bb5-aa0c-cc42a2262304-2021-03-11T174226.092Z,2021-03-11T17:42:26.092Z,Leigh syndrome
PDSS2,HGNC:23041,Leigh syndrome,MONDO:0009723,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5e0928f3-2b7d-4622-bc96-68a4d0078826-2021-03-11T172336.036Z,2021-03-11T17:23:36.036Z,Leigh syndrome
PET100,HGNC:40038,Leigh syndrome,MONDO:0009723,AR,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_33c546f5-a285-424b-9ae2-9ca4fc718c67-2019-05-20T191347.510Z,2019-05-20T19:13:47.510Z,Leigh syndrome
PET117,HGNC:40045,Leigh syndrome,MONDO:0009723,AR,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_69d9bbe0-ba3f-44f0-b340-d6d824cb969f-2019-05-20T191805.361Z,2019-05-20T19:18:05.361Z,Leigh syndrome
