GENE_SYMBOL,GENE_ID_HGNC,DISEASE_LABEL,DISEASE_ID_MONDO,MOI,SOP,CLASSIFICATION,ONLINE_REPORT,CLASSIFICATION_DATE,GCEP
STXBP1,HGNC:11444,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a8d21800-652f-431b-a5d8-4208d4e91d46-2017-10-20T160000.000Z,2017-10-20T16:00:00.000Z,Epilepsy
SYNGAP1,HGNC:11497,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b19f2a30-5538-4339-9018-150fd1bcd9c8-2019-04-02T160000.000Z,2019-04-02T16:00:00.000Z,Epilepsy
SYNJ1,HGNC:11503,developmental and epileptic encephalopathy,MONDO:0100062,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a283140a-5d8d-47bb-9dff-32d091a16c7c-2022-02-10T044803.180Z,2022-02-10T04:48:03.180Z,Epilepsy
SZT2,HGNC:29040,developmental and epileptic encephalopathy,MONDO:0100062,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b5c3ef40-481f-4e10-a99c-9d208ae9574b-2021-02-02T170000.000Z,2021-02-02T17:00:00.000Z,Epilepsy
TPP1,HGNC:2073,neuronal ceroid lipofuscinosis,MONDO:0016295,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9b2f3b20-fb9a-4b5e-ad8e-e03be5ebb8e5-2020-09-26T005342.102Z,2020-09-26T00:53:42.102Z,Epilepsy
WDR45,HGNC:28912,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_85a54036-4d36-414d-8d26-944b9763a039-2019-06-28T160000.000Z,2019-06-28T16:00:00.000Z,Epilepsy
ACAD9,HGNC:21497,acyl-CoA dehydrogenase 9 deficiency,MONDO:0012624,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5fad1866-75ce-470f-984c-e64bb7e11168-2018-03-27T160000.000Z,2018-03-27T16:00:00.000Z,Fatty Acid Oxidation Disorders
ACADL,HGNC:88,long chain acyl-CoA dehydrogenase deficiency,MONDO:0020531,AR,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d95637bf-c628-4d23-a0d5-656db55a09a4-2021-01-25T194827.344Z,2021-01-25T19:48:27.344Z,Fatty Acid Oxidation Disorders
ACADM,HGNC:89,medium chain acyl-CoA dehydrogenase deficiency,MONDO:0008721,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fb987774-0e5b-4466-924f-6f19fccc6599-2018-01-23T170000.000Z,2018-01-23T17:00:00.000Z,Fatty Acid Oxidation Disorders
ACADS,HGNC:90,short chain acyl-CoA dehydrogenase deficiency,MONDO:0008722,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c6bc94e9-cdf2-4efb-b654-004541efc344-2018-01-23T170000.000Z,2018-01-23T17:00:00.000Z,Fatty Acid Oxidation Disorders
ACADVL,HGNC:92,very long chain acyl-CoA dehydrogenase deficiency,MONDO:0008723,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_130ca053-9f40-4fd5-b89c-b9b374694fda-2018-02-20T170000.000Z,2018-02-20T17:00:00.000Z,Fatty Acid Oxidation Disorders
ACAT1,HGNC:93,beta-ketothiolase deficiency,MONDO:0008760,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_99bcab0a-de59-479d-8fe6-8b76cbce90ee-2018-05-22T160000.000Z,2018-05-22T16:00:00.000Z,Fatty Acid Oxidation Disorders
ACAT2,HGNC:94,acetyl-CoA acetyltransferase-2 deficiency,MONDO:0013548,Undetermined,SOP7,No Known Disease Relationship,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7cb46678-6e33-4d34-86ba-fdf59e59fb80-2021-01-25T194853.212Z,2021-01-25T19:48:53.212Z,Fatty Acid Oxidation Disorders
CPT1A,HGNC:2328,carnitine palmitoyl transferase 1A deficiency,MONDO:0009705,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dcea255c-11e4-46fd-b0f7-2de68311a75c-2018-01-23T170000.000Z,2018-01-23T17:00:00.000Z,Fatty Acid Oxidation Disorders
CPT1B,HGNC:2329,inherited fatty acid metabolism disorder,MONDO:0037858,Undetermined,SOP7,No Known Disease Relationship,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cfcd80c7-d806-41cf-8c3a-7ba955919537-2021-01-25T194946.827Z,2021-01-25T19:49:46.827Z,Fatty Acid Oxidation Disorders
CPT2,HGNC:2330,carnitine palmitoyltransferase II deficiency,MONDO:0015515,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1a57ea10-6ca0-4311-94f1-0ad036a38ca6-2018-03-27T160000.000Z,2018-03-27T16:00:00.000Z,Fatty Acid Oxidation Disorders
DECR1,HGNC:2753,progressive encephalopathy with leukodystrophy due to DECR deficiency,MONDO:0014464,Undetermined,SOP7,No Known Disease Relationship,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1d25dfe8-8d0b-4b45-b04c-b315ebdceaaa-2021-01-25T194921.121Z,2021-01-25T19:49:21.121Z,Fatty Acid Oxidation Disorders
ECHS1,HGNC:3151,mitochondrial short-chain Enoyl-Coa hydratase 1 deficiency,MONDO:0014563,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dad38816-be17-4d59-bbfd-3e79221911a4-2018-10-09T160000.000Z,2018-10-09T16:00:00.000Z,Fatty Acid Oxidation Disorders
ETFA,HGNC:3481,multiple acyl-CoA dehydrogenase deficiency,MONDO:0009282,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3d6848e7-6e9e-4545-9f97-69480face058-2018-05-22T160000.000Z,2018-05-22T16:00:00.000Z,Fatty Acid Oxidation Disorders
ETFB,HGNC:3482,multiple acyl-CoA dehydrogenase deficiency,MONDO:0009282,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d9a8d844-c82a-4258-bd48-10e2d977273e-2020-12-16T181720.992Z,2020-12-16T18:17:20.992Z,Fatty Acid Oxidation Disorders
ETFDH,HGNC:3483,multiple acyl-CoA dehydrogenase deficiency,MONDO:0009282,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_062e336e-cfda-45f7-b509-cd44a5079034-2018-05-22T160000.000Z,2018-05-22T16:00:00.000Z,Fatty Acid Oxidation Disorders
FLAD1,HGNC:24671,myopathy with abnormal lipid metabolism,MONDO:0009703,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_769764bf-09c5-4a7d-8501-5fcf154fcdda-2020-12-16T181902.981Z,2020-12-16T18:19:02.981Z,Fatty Acid Oxidation Disorders
HADH,HGNC:4799,obsolete hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency,MONDO:0009278,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c2f238b9-4eb5-426c-a27a-ecb7b468d9e4-2018-06-26T160000.000Z,2018-06-26T16:00:00.000Z,Fatty Acid Oxidation Disorders
HADHA,HGNC:4801,long chain 3-hydroxyacyl-CoA dehydrogenase deficiency,MONDO:0012173,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c8a5e15b-21f7-49cc-987c-5f3585742bbe-2018-02-12T170000.000Z,2018-02-12T17:00:00.000Z,Fatty Acid Oxidation Disorders
HADHB,HGNC:4803,mitochondrial trifunctional protein deficiency,MONDO:0012172,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_65cb0124-8476-422c-924f-15fac7c95592-2018-05-08T160000.000Z,2018-05-08T16:00:00.000Z,Fatty Acid Oxidation Disorders
HMGCL,HGNC:5005,3-hydroxy-3-methylglutaric aciduria,MONDO:0009520,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f4d084e5-a740-4bfd-a850-d6db900d4a4e-2018-06-26T160000.000Z,2018-06-26T16:00:00.000Z,Fatty Acid Oxidation Disorders
HMGCS2,HGNC:5008,3-hydroxy-3-methylglutaryl-CoA synthase deficiency,MONDO:0011614,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b3f49254-4635-4961-83b9-31c7ebc7f159-2018-05-22T160000.000Z,2018-05-22T16:00:00.000Z,Fatty Acid Oxidation Disorders
HSD17B10,HGNC:4800,HSD10 mitochondrial disease,MONDO:0010327,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9232b352-a845-4404-8a98-34cb6ad6ff0e-2018-10-09T160000.000Z,2018-10-09T16:00:00.000Z,Fatty Acid Oxidation Disorders
LPIN1,HGNC:13345,"myoglobinuria, acute recurrent, autosomal recessive",MONDO:0009992,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_642c8d4a-d498-4739-957d-a4e0d457362a-2018-09-25T160000.000Z,2018-09-25T16:00:00.000Z,Fatty Acid Oxidation Disorders
MLYCD,HGNC:7150,malonic aciduria,MONDO:0009556,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_70af8ffa-430b-4c69-bfa9-d6ba2f7b4f32-2018-06-26T160000.000Z,2018-06-26T16:00:00.000Z,Fatty Acid Oxidation Disorders
NADK2,HGNC:26404,progressive encephalopathy with leukodystrophy due to DECR deficiency,MONDO:0014464,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_285bdfcd-10c2-48f9-9be9-d77894b26f19-2020-12-01T170000.000Z,2020-12-01T17:00:00.000Z,Fatty Acid Oxidation Disorders
SLC22A5,HGNC:10969,systemic primary carnitine deficiency disease,MONDO:0008919,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2beee8a9-193c-41ca-92c4-484c8e034b02-2018-04-24T160000.000Z,2018-04-24T16:00:00.000Z,Fatty Acid Oxidation Disorders
SLC25A20,HGNC:1421,carnitine-acylcarnitine translocase deficiency,MONDO:0008918,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_95c9aece-49b5-496f-9547-f6d03dd69b4f-2018-05-22T160000.000Z,2018-05-22T16:00:00.000Z,Fatty Acid Oxidation Disorders
SLC52A1,HGNC:30225,maternal riboflavin deficiency,MONDO:0014013,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f44e2049-ade2-464c-a4e5-eaf851252082-2020-12-01T170000.000Z,2020-12-01T17:00:00.000Z,Fatty Acid Oxidation Disorders
ABCB4,HGNC:45,progressive familial intrahepatic cholestasis type 3,MONDO:0011214,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_009134d7-b79c-4a90-9bae-c1f302439258-2022-11-23T170000.000Z,2022-11-23T17:00:00.000Z,General Gene Curation
ANGPTL3,HGNC:491,familial hypobetalipoproteinemia 2,MONDO:0011505,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_df7eb35c-09a3-4df2-bf05-22aee7de3855-2022-09-22T160000.000Z,2022-09-22T16:00:00.000Z,General Gene Curation
ANK1,HGNC:492,hereditary spherocytosis,MONDO:0019350,AR,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_55457b0b-370e-466d-b2da-1cb8d67aecc8-2021-06-23T160000.000Z,2021-06-23T16:00:00.000Z,General Gene Curation
ANK1,HGNC:492,hereditary spherocytosis,MONDO:0019350,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_82460b48-c4a5-4496-92ce-6fbad632d6d7-2021-03-24T160000.000Z,2021-03-24T16:00:00.000Z,General Gene Curation
APOB,HGNC:603,"hypercholesterolemia, autosomal dominant, type B",MONDO:0007751,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1c26b83b-409e-47c7-9c53-6ca79472d6fc-2018-11-14T180000.000Z,2018-11-14T18:00:00.000Z,General Gene Curation
APOB,HGNC:603,familial hypobetalipoproteinemia 1,MONDO:0014252,SD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e7382aae-83d5-4a23-b1fe-e3d6acea8584-2020-02-26T170000.000Z,2020-02-26T17:00:00.000Z,General Gene Curation
ATF6,HGNC:791,achromatopsia,MONDO:0018852,AR,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_4842,2016-11-16T00:00:00,General Gene Curation
ATP7B,HGNC:870,Wilson disease,MONDO:0010200,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f0ac0a41-d7d5-4377-a622-1ee9bc4ed9f3-2019-03-27T160000.000Z,2019-03-27T16:00:00.000Z,General Gene Curation
BAG3,HGNC:939,myofibrillar myopathy,MONDO:0018943,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_5466,2016-12-18T00:00:00,General Gene Curation
C1QB,HGNC:1242,C1Q deficiency,MONDO:0013343,AR,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3216,2017-01-09T00:00:00,General Gene Curation
CHD1L,HGNC:1916,congenital anomaly of kidney and urinary tract,MONDO:0019719,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3220,2016-11-18T00:00:00,General Gene Curation
COL2A1,HGNC:2200,"spondyloepiphyseal dysplasia, Stanescu type",MONDO:0014701,AD,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_4843,2016-12-01T00:00:00,General Gene Curation
COL3A1,HGNC:2201,"Ehlers-Danlos syndrome, vascular type",MONDO:0017314,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ce795591-1c7c-4a52-886a-a294293c67c3-2019-02-27T170000.000Z,2019-02-27T17:00:00.000Z,General Gene Curation
COL5A1,HGNC:2209,"Ehlers-Danlos syndrome, classic type",MONDO:0007522,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3133eacb-2ef9-4463-8031-11d10f0e91b9-2021-03-24T151331.225Z,2021-03-24T15:13:31.225Z,General Gene Curation
COL5A2,HGNC:2210,"Ehlers-Danlos syndrome, classic type",MONDO:0007522,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1901d495-d33f-4741-88fd-4b66ac43bbad-2021-03-24T184245.711Z,2021-03-24T18:42:45.711Z,General Gene Curation
DICER1,HGNC:17098,pleuropulmonary blastoma,MONDO:0011014,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3212,2017-01-08T00:00:00,General Gene Curation
FBN1,HGNC:3603,Marfan syndrome,MONDO:0007947,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d3fc0bea-4d6e-449e-885c-b204e6a0b2bf-2019-03-04T170000.000Z,2019-03-04T17:00:00.000Z,General Gene Curation
FGFR3,HGNC:3690,achondroplasia,MONDO:0007037,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3221,2016-12-01T00:00:00,General Gene Curation
GAA,HGNC:4065,glycogen storage disease II,MONDO:0009290,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0554320e-6a8f-4c39-be7f-99959a8341ee-2019-01-23T170000.000Z,2019-01-23T17:00:00.000Z,General Gene Curation
GBA,HGNC:4177,Gaucher disease,MONDO:0018150,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fbc5a876-f97e-4f9c-be99-664e2f6c8470-2020-06-24T160000.000Z,2020-06-24T16:00:00.000Z,General Gene Curation
GLA,HGNC:4296,Fabry disease,MONDO:0010526,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_eb4bb6f4-89de-4586-af6b-3f218b8cb4dc-2019-01-23T170000.000Z,2019-01-23T17:00:00.000Z,General Gene Curation
HEXA,HGNC:4878,Tay-Sachs disease,MONDO:0010100,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1f7530b5-af31-40f9-ac18-a1b4d404285a-2020-05-27T160000.000Z,2020-05-27T16:00:00.000Z,General Gene Curation
HTT,HGNC:4851,Huntington disease,MONDO:0007739,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_617c18ee-9476-4bc0-b403-20bc55150c7c-2021-11-08T193955.489Z,2021-11-08T19:39:55.489Z,General Gene Curation
IDUA,HGNC:5391,mucopolysaccharidosis type 1,MONDO:0001586,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_042f8964-a8e1-4880-b873-73460088e8bf-2020-05-27T160000.000Z,2020-05-27T16:00:00.000Z,General Gene Curation
LAMB1,HGNC:6486,cobblestone lissencephaly without muscular or ocular involvement,MONDO:0014077,AR,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_5461,2016-11-15T00:00:00,General Gene Curation
LBR,HGNC:6518,regressive spondylometaphyseal dysplasia,MONDO:0018663,AR,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_5462,2016-12-01T00:00:00,General Gene Curation
LDLR,HGNC:6547,"hypercholesterolemia, familial, 1",MONDO:0007750,SD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_81788cfe-7520-4821-b80b-3ee0b2018909-2021-02-24T170000.000Z,2021-02-24T17:00:00.000Z,General Gene Curation
LDLRAP1,HGNC:18640,"hypercholesterolemia, familial, 4",MONDO:0011374,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7ade5ed9-10e4-44f4-b02e-cc17ba68f1ab-2022-09-22T160000.000Z,2022-09-22T16:00:00.000Z,General Gene Curation
MEFV,HGNC:6998,familial Mediterranean fever,MONDO:0018088,SD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d811d62e-7063-481a-922e-a3d1eb884971-2022-02-23T170000.000Z,2022-02-23T17:00:00.000Z,General Gene Curation
MYO9A,HGNC:7608,arthrogryposis syndrome,MONDO:0015225,AR,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_5465,2016-11-24T00:00:00,General Gene Curation
NF1,HGNC:7765,neurofibromatosis type 1,MONDO:0018975,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_367a3958-ce81-47fa-a505-a451ca67aab5-2019-03-05T170000.000Z,2019-03-05T17:00:00.000Z,General Gene Curation
NF2,HGNC:7773,neurofibromatosis type 2,MONDO:0007039,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a185a859-a499-4c4a-bebe-996b16fb3cf3-2019-02-27T170000.000Z,2019-02-27T17:00:00.000Z,General Gene Curation
NGLY1,HGNC:17646,congenital disorder of deglycosylation 1,MONDO:0800044,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3d9f5127-4673-4cc2-99b4-5f220274bc90-2022-10-18T160000.000Z,2022-10-18T16:00:00.000Z,General Gene Curation
NHP2,HGNC:14377,dyskeratosis congenita,MONDO:0015780,AR,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3201,2017-01-25T00:00:00,General Gene Curation
OCA2,HGNC:8101,oculocutaneous albinism type 2,MONDO:0008746,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7433c1e2-a3a6-4351-88e0-cb3edcf39910-2021-08-25T160000.000Z,2021-08-25T16:00:00.000Z,General Gene Curation
PCSK9,HGNC:20001,"hypercholesterolemia, autosomal dominant, 3",MONDO:0011369,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bf710ddc-c189-419f-ab70-25300b067db2-2018-11-14T170000.000Z,2018-11-14T17:00:00.000Z,General Gene Curation
PSD3,HGNC:19093,antecubital pterygium syndrome,MONDO:0008339,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_4845,2016-11-24T00:00:00,General Gene Curation
RAD51C,HGNC:9820,Fanconi anemia,MONDO:0019391,AR,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3202,2017-01-05T00:00:00,General Gene Curation
RPS10,HGNC:10383,Diamond-Blackfan anemia,MONDO:0015253,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3205,2017-01-19T00:00:00,General Gene Curation
RPS24,HGNC:10411,Diamond-Blackfan anemia,MONDO:0015253,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3206,2017-01-19T00:00:00,General Gene Curation
RYR1,HGNC:10483,"malignant hyperthermia, susceptibility to, 1",MONDO:0007783,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bcd5e6ba-ef77-434c-9ec6-47f72f597bfe-2020-11-25T170000.000Z,2020-11-25T17:00:00.000Z,General Gene Curation
SMAD3,HGNC:6769,aneurysm-osteoarthritis syndrome,MONDO:0013426,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3210,2016-12-01T00:00:00,General Gene Curation
TGFBR1,HGNC:11772,Loeys-Dietz syndrome,MONDO:0018954,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8a546ce2-432c-4c8a-90e5-97293d7938be-2019-03-27T160000.000Z,2019-03-27T16:00:00.000Z,General Gene Curation
TGFBR2,HGNC:11773,Loeys-Dietz syndrome 2,MONDO:0012427,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_73be8b4f-d823-44e5-ab76-faa3bc8eca84-2020-11-25T180000.000Z,2020-11-25T18:00:00.000Z,General Gene Curation
TMPO,HGNC:11875,familial isolated dilated cardiomyopathy,MONDO:0015470,AD,SOP4,Refuted,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3211,2016-11-30T00:00:00,General Gene Curation
TSC1,HGNC:12362,tuberous sclerosis,MONDO:0001734,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_61b07bb0-1385-4344-8b6c-571f6a271000-2019-01-23T170000.000Z,2019-01-23T17:00:00.000Z,General Gene Curation
TSC2,HGNC:12363,tuberous sclerosis,MONDO:0001734,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0b0a33ff-44ca-497c-8499-cc1f50cead93-2019-01-23T170000.000Z,2019-01-23T17:00:00.000Z,General Gene Curation
VPS8,HGNC:29122,arthrogryposis multiplex congenita,MONDO:0015168,AR,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_5463,2016-11-24T00:00:00,General Gene Curation
WRAP53,HGNC:25522,dyskeratosis congenita,MONDO:0015780,AR,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_3207,2017-01-25T00:00:00,General Gene Curation
ACOX2,HGNC:120,congenital bile acid synthesis defect 6,MONDO:0015015,AR,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5627eadb-12f9-4768-915c-3da73c425650-2022-05-20T171935.296Z,2022-05-20T17:19:35.296Z,General Inborn Errors of Metabolism
ALAD,HGNC:395,porphyria due to ALA dehydratase deficiency,MONDO:0013000,AR,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0ac683af-ca8d-46ab-8641-66ab9b537d16-2022-03-11T170000.000Z,2022-03-11T17:00:00.000Z,General Inborn Errors of Metabolism
ALAS2,HGNC:397,X-linked erythropoietic protoporphyria,MONDO:0010420,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_61e658f9-fdc9-4b3c-8788-80eb1ad83b0b-2022-03-27T181700.091Z,2022-03-27T18:17:00.091Z,General Inborn Errors of Metabolism
AP1S1,HGNC:559,MEDNIK syndrome,MONDO:0012251,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b9559de4-1945-47fa-bea5-336d376eec0e-2022-06-10T160000.000Z,2022-06-10T16:00:00.000Z,General Inborn Errors of Metabolism
ATP6AP1,HGNC:868,congenital disorder of glycosylation type II,MONDO:0005501,XL,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c6bfce2b-c20c-40f9-b2f5-d81f76a328f7-2021-09-17T122311.885Z,2021-09-17T12:23:11.885Z,General Inborn Errors of Metabolism
CD320,HGNC:16692,methylmalonic acidemia due to transcobalamin receptor defect,MONDO:0013341,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d98515f5-4296-4d41-95a9-adac90c00349-2022-09-23T160000.000Z,2022-09-23T16:00:00.000Z,General Inborn Errors of Metabolism
DDC,HGNC:2719,aromatic L-amino acid decarboxylase deficiency,MONDO:0012084,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1dea33e3-7cf6-47f9-aa52-2525b439031a-2022-02-25T170000.000Z,2022-02-25T17:00:00.000Z,General Inborn Errors of Metabolism
